request_id,latency_ms,prompt_tokens,batched,model_size_b,region,instance_type,server_id
2323,141.59,1550,0,57.2,us-east,large,15
2324,145.68,467,0,7.63,us-east,small,4
2325,169.24,1098,0,35.49,ap-south,large,10
2326,159.84,598,1,58.28,ap-south,large,5
2327,233.46,1815,1,16.15,eu-west,medium,18
2328,167.03,1404,0,27.27,ap-south,medium,13
2329,138.29,196,0,10.04,eu-west,small,1
2330,196.44,1785,0,28.6,ap-south,large,17
2331,155.03,1733,1,17.96,eu-west,medium,17
2332,164.6,1223,0,46.9,us-east,small,12
2333,126.2,699,1,14.76,eu-west,medium,6
2334,216.27,1297,0,24.77,us-east,small,12
2335,170.35,1214,0,9.83,ap-south,large,11
2336,231.89,1430,1,54.09,eu-west,small,14
2337,134.14,563,0,46.41,ap-south,large,5
2338,173.42,980,1,53.79,eu-west,medium,9
2339,134.13,1477,0,39.46,ap-south,large,14
2340,148.58,1408,1,43.45,us-east,medium,13
2341,201.61,1852,1,34.38,eu-west,medium,18
2342,162.88,864,0,43.6,us-east,medium,8
2343,228.76,1613,1,38.01,us-east,small,16
2344,175.14,1188,1,10.4,ap-south,small,11
2345,195.07,1248,1,44.38,ap-south,large,12
2346,185.71,1554,0,65.27,eu-west,large,15
2347,202.84,1726,0,35.18,eu-west,small,17
2348,100.29,522,1,25.24,ap-south,large,4
2349,268.12,1135,0,8.24,us-east,small,11
2350,210.61,623,1,55.84,us-east,small,5
2351,168.93,1870,1,17.66,eu-west,medium,18
2352,186.42,1902,0,53.74,ap-south,medium,18
2353,221.09,1044,0,5.48,eu-west,small,10
2354,178.63,1150,1,19.06,eu-west,medium,11
2355,176.42,860,0,39.74,eu-west,medium,8
2356,174.34,1553,0,30.72,us-east,medium,15
2357,209.69,1405,0,47.45,us-east,small,13
2358,178.44,1330,0,54.75,us-east,small,13
2359,187.19,1629,1,32.09,eu-west,large,16
2360,167.79,770,0,33.21,eu-west,medium,7
2361,145.28,1928,0,26.33,us-east,large,19
2362,227.96,736,1,51.96,eu-west,small,7
2363,168.99,1493,0,18.75,ap-south,large,14
2364,132.72,221,0,8.05,us-east,small,1
2365,200.22,1846,0,8.86,ap-south,medium,18
2366,169.56,1998,1,67.69,eu-west,large,19
2367,201.38,1979,1,62.81,us-east,small,19
2368,190.1,1810,1,16.17,eu-west,small,18
2369,170.27,1507,0,1.93,eu-west,small,14
2370,232.07,1260,1,65.36,us-east,small,12
2371,149.58,554,1,28.93,us-east,small,5
2372,245.32,1899,1,50.16,eu-west,small,18
2373,213.72,576,0,37.86,ap-south,small,5
2374,224.22,1974,1,44.78,us-east,small,19
2375,142.84,698,0,34.57,eu-west,medium,6
2376,143.36,1391,0,13.96,ap-south,medium,13
2377,98.61,492,0,33.77,eu-west,large,4
2378,160.82,1709,0,9.14,ap-south,large,17
2379,212.07,1937,0,21.3,us-east,small,19
2380,250.04,1180,1,23.73,eu-west,small,11
2381,157.75,213,0,40.91,ap-south,small,1
2382,153.82,662,0,58.21,ap-south,large,6
2383,120.42,294,0,18.42,eu-west,medium,2
2384,160.58,1130,0,35.74,us-east,medium,11
2385,88.37,323,1,21.87,ap-south,large,2
2386,124.73,831,0,65.98,ap-south,large,8
2387,209.22,1747,0,34.47,eu-west,small,17
2388,214.87,1002,1,69.95,us-east,small,9
2389,155.11,164,0,66.01,eu-west,small,1
2390,235.18,1732,1,69.66,ap-south,medium,17
2391,169.53,317,0,18.02,ap-south,small,2
2392,72.23,309,0,18.51,eu-west,large,2
2393,125.94,1105,0,59.24,us-east,medium,10
2394,185.03,1828,0,42.9,us-east,medium,18
2395,152.85,1362,1,44.53,ap-south,large,13
2396,131.84,1934,0,27.42,ap-south,large,19
2397,206.72,1719,0,28.11,eu-west,medium,17
2398,112.26,569,1,38.63,eu-west,large,5
2399,134.25,1464,0,56.99,eu-west,large,14
2400,147.68,1408,1,16.12,us-east,small,13
2401,176.28,1312,1,54.78,ap-south,large,12
2402,106.38,674,0,35.56,ap-south,large,6
2403,164.21,289,1,30.67,eu-west,small,2
2404,272.09,1769,0,16.42,ap-south,small,17
2405,197.45,741,1,34.56,eu-west,medium,7
2406,165.59,454,0,7.53,ap-south,small,4
2407,125.41,1811,0,4.77,ap-south,large,18
2408,163.46,1849,0,57.98,us-east,medium,18
2409,229.16,1812,0,36.42,us-east,medium,18
2410,127.74,974,0,16.02,us-east,medium,9
2411,182.24,1051,0,47.77,eu-west,medium,10
2412,144.53,1345,1,32.71,ap-south,large,13
2413,194.08,1769,1,1.08,eu-west,medium,17
2414,150.62,375,1,56.71,eu-west,medium,3
2415,222.16,1249,1,18.31,us-east,small,12
2416,135.9,1965,0,6.12,eu-west,medium,19
2417,123.08,70,1,51.89,us-east,medium,0
2418,131.21,220,0,24.42,us-east,small,1
2419,125.22,1916,0,56.74,eu-west,large,19
2420,227.23,1169,1,55.35,eu-west,medium,11
2421,140.72,401,0,9.23,us-east,small,3
2422,170.05,1820,0,68.17,us-east,medium,18
2423,150.45,639,0,6.62,us-east,small,6
2424,219.28,1522,0,4.79,us-east,small,15
2425,179.67,1924,1,63.15,us-east,small,19
2426,168.47,1675,0,22.08,eu-west,medium,16
2427,121.18,1176,0,2.46,us-east,large,11
2428,181.41,1489,1,46.65,eu-west,small,14
2429,168.83,1242,1,62.25,ap-south,large,12
2430,163.2,216,1,52.45,eu-west,small,1
2431,170.3,600,1,68.23,us-east,medium,5
2432,167.0,1423,1,63.01,us-east,medium,14
2433,188.83,1390,0,68.77,ap-south,medium,13
2434,88.78,323,0,29.32,eu-west,large,2
2435,184.12,688,1,48.35,ap-south,medium,6
2436,154.69,1880,0,58.88,us-east,medium,18
2437,158.64,756,0,12.59,us-east,small,7
2438,171.62,503,0,62.8,eu-west,small,4
2439,163.24,797,1,31.2,eu-west,medium,7
2440,265.62,1804,0,53.9,us-east,small,17
2441,197.46,1443,0,56.66,ap-south,medium,14
2442,145.16,850,1,13.89,eu-west,medium,8
2443,117.4,1925,1,16.17,ap-south,large,19
2444,193.85,554,1,68.36,eu-west,medium,5
2445,118.93,731,1,2.82,us-east,small,6
2446,115.51,65,1,3.54,eu-west,small,0
2447,133.88,647,0,52.68,ap-south,large,6
2448,210.12,990,1,25.24,eu-west,small,9
2449,130.52,1589,1,3.59,us-east,medium,15
2450,216.28,1408,1,64.29,us-east,small,13
2451,278.56,1873,0,7.77,eu-west,small,18
2452,154.46,507,1,30.39,us-east,small,4
2453,58.62,220,0,18.68,us-east,large,1
2454,119.39,532,0,69.84,eu-west,large,4
2455,173.38,679,1,37.3,us-east,medium,6
2456,146.4,1290,1,52.33,ap-south,large,12
2457,63.72,381,1,11.89,us-east,large,3
2458,167.3,1982,0,17.03,ap-south,large,19
2459,170.04,550,1,55.82,eu-west,medium,5
2460,180.51,1953,1,56.51,eu-west,small,19
2461,235.36,1857,0,54.34,eu-west,small,18
2462,218.0,930,1,37.45,us-east,small,9
2463,138.94,670,1,51.14,us-east,medium,6
2464,82.4,351,0,42.36,eu-west,large,3
2465,164.75,498,1,69.19,eu-west,medium,4
2466,139.14,1438,1,27.32,ap-south,medium,14
2467,107.16,183,1,32.29,us-east,medium,1
2468,143.96,174,1,32.1,us-east,small,1
2469,124.47,59,0,14.53,us-east,small,0
2470,142.17,144,0,12.87,eu-west,small,0
2471,95.63,1451,0,5.29,us-east,medium,14
2472,204.46,796,1,26.45,eu-west,small,7
2473,214.34,1140,1,44.62,ap-south,large,11
2474,147.63,1943,0,51.14,us-east,small,19
2475,195.63,1426,0,5.82,eu-west,small,14
2476,145.77,353,1,66.21,us-east,medium,3
2477,189.59,1374,0,26.16,eu-west,small,13
2478,237.16,1045,1,65.8,eu-west,medium,10
2479,164.24,1031,0,28.36,us-east,small,10
2480,149.36,1451,0,58.04,eu-west,medium,14
2481,224.59,740,1,56.23,eu-west,small,7
2482,150.82,72,1,63.98,eu-west,medium,0
2483,181.49,1980,1,29.35,us-east,large,19
2484,166.23,1864,1,24.08,us-east,small,18
2485,104.32,1006,1,21.97,eu-west,large,9
2486,91.11,83,0,22.71,us-east,medium,0
2487,163.25,414,0,48.27,us-east,small,3
2488,170.11,1379,1,10.25,ap-south,medium,13
2489,239.89,1130,0,44.33,eu-west,small,11
2490,220.51,1155,1,27.49,us-east,small,11
2491,231.74,1969,1,69.43,eu-west,medium,19
2492,165.57,1309,1,22.68,us-east,small,12
2493,227.51,1160,0,62.94,ap-south,medium,11
2494,178.25,783,0,22.12,eu-west,medium,7
2495,165.26,659,0,51.25,us-east,small,6
2496,128.91,1400,0,23.77,ap-south,large,13
2497,146.74,97,0,41.88,eu-west,small,0
2498,105.12,208,1,15.16,eu-west,medium,1
2499,140.62,670,1,69.49,eu-west,large,6
2500,151.56,1267,0,8.72,eu-west,medium,12
2501,137.83,605,1,4.91,eu-west,small,5
2502,62.3,481,1,5.36,eu-west,large,4
2503,194.27,903,1,14.64,ap-south,small,8
2504,146.4,294,0,51.34,us-east,small,2
2505,124.6,107,1,22.88,us-east,small,0
2506,175.49,1669,0,5.73,us-east,small,16
2507,226.22,1934,0,68.97,us-east,small,19
2508,197.19,1072,0,64.6,eu-west,medium,10
2509,101.73,1361,0,9.34,ap-south,large,13
2510,185.64,437,1,63.59,us-east,small,3
2511,139.77,465,1,21.71,us-east,small,4
2512,114.33,1402,0,48.4,eu-west,large,13
2513,192.58,1568,1,33.59,ap-south,large,15
2514,234.93,1094,0,27.31,eu-west,small,10
2515,146.65,605,0,57.21,us-east,medium,5
2516,119.19,504,1,34.7,us-east,medium,4
2517,164.81,640,0,10.78,us-east,small,6
2518,220.23,1757,0,33.66,eu-west,large,17
2519,186.05,1692,0,29.49,us-east,small,16
2520,127.02,280,0,20.24,ap-south,medium,2
2521,216.24,1896,1,23.09,us-east,small,18
2522,137.11,515,1,14.49,us-east,small,4
2523,176.5,1634,1,40.83,us-east,small,16
2524,200.25,1367,0,60.25,ap-south,medium,13
2525,255.8,1891,0,33.1,eu-west,medium,18
2526,190.15,1691,0,59.87,us-east,small,16
2527,142.27,544,0,2.72,us-east,small,5
2528,102.21,764,1,8.06,us-east,large,7
2529,221.93,863,1,69.55,us-east,small,8
2530,175.52,453,0,69.41,eu-west,small,4
2531,196.45,1543,0,5.38,eu-west,medium,15
2532,203.05,1517,1,55.14,ap-south,large,15
2533,136.84,561,1,48.66,ap-south,large,5
2534,129.15,1653,1,47.39,ap-south,large,16
2535,203.09,739,0,56.37,us-east,small,7
2536,107.64,275,0,19.97,ap-south,large,2
2537,172.92,1623,1,19.44,us-east,small,16
2538,158.09,589,0,34.82,us-east,small,5
2539,144.57,1252,0,32.36,us-east,medium,12
2540,133.23,490,0,31.44,us-east,small,4
2541,144.55,732,1,21.16,us-east,small,6
2542,187.28,1393,0,37.97,eu-west,small,13
2543,213.19,1703,0,47.15,ap-south,medium,16
2544,251.59,1790,1,39.68,eu-west,small,17
2545,173.1,1163,1,32.05,us-east,medium,11
2546,183.37,1242,0,42.85,eu-west,medium,12
2547,171.24,1469,0,69.01,us-east,small,14
2548,167.82,1798,1,7.81,us-east,medium,17
2549,163.36,506,1,63.31,eu-west,medium,4
2550,142.89,69,1,41.37,us-east,small,0
2551,213.04,1026,0,15.13,eu-west,small,10
2552,199.52,899,1,45.26,us-east,small,8
2553,89.56,439,1,10.29,ap-south,large,3
2554,227.28,1877,0,29.97,us-east,small,18
2555,111.18,321,0,43.66,us-east,medium,2
2556,172.94,540,0,49.45,us-east,small,5
2557,131.15,855,0,49.93,ap-south,large,8
2558,171.91,714,1,45.86,eu-west,medium,6
2559,82.29,1303,0,8.18,us-east,large,12
2560,229.17,1606,1,46.26,ap-south,large,15
2561,317.55,1603,1,65.25,us-east,small,15
2562,252.77,1455,1,68.23,ap-south,medium,14
2563,189.76,1569,1,10.03,us-east,small,15
2564,154.47,971,0,66.81,eu-west,medium,9
2565,93.32,191,0,18.67,ap-south,large,1
2566,140.12,1514,0,41.84,us-east,medium,15
2567,179.19,1043,1,20.4,eu-west,medium,10
2568,92.19,1443,1,31.57,us-east,large,14
2569,195.2,1030,1,52.01,eu-west,large,10
2570,192.14,877,1,64.77,eu-west,medium,8
2571,190.64,1850,1,8.92,eu-west,large,18
2572,124.6,118,0,66.57,eu-west,medium,0
2573,195.92,1583,1,32.16,ap-south,large,15
2574,165.2,1099,0,4.63,us-east,small,10
2575,121.14,1446,0,10.88,us-east,large,14
2576,99.94,683,0,13.45,us-east,large,6
2577,117.59,1260,0,54.86,eu-west,large,12
2578,280.08,1682,0,64.55,ap-south,medium,16
2579,161.32,1421,1,2.04,us-east,small,14
2580,153.69,519,0,28.16,eu-west,small,4
2581,132.5,320,0,50.76,us-east,medium,2
2582,187.36,687,1,68.37,us-east,small,6
2583,114.37,194,0,39.98,eu-west,medium,1
2584,101.31,1479,1,19.73,eu-west,medium,14
2585,194.19,1690,0,50.82,ap-south,large,16
2586,332.23,1838,0,35.56,eu-west,small,18
2587,119.74,214,1,65.75,eu-west,large,1
2588,173.48,1870,0,24.8,us-east,medium,18
2589,98.39,1108,1,10.2,ap-south,large,10
2590,119.82,225,0,12.3,ap-south,medium,1
2591,201.05,1848,1,62.86,ap-south,large,18
2592,143.91,86,0,65.91,us-east,small,0
2593,177.66,1414,0,45.74,eu-west,large,13
2594,116.15,1363,0,24.98,ap-south,large,13
2595,170.28,1033,0,26.54,us-east,small,10
2596,172.64,870,0,59.61,eu-west,medium,8
2597,193.25,1507,0,56.91,ap-south,large,14
2598,158.58,1260,0,33.16,us-east,small,12
2599,141.45,749,0,20.97,ap-south,large,7
2600,115.26,442,0,32.98,us-east,medium,4
2601,232.24,1999,1,55.88,ap-south,large,19
2602,163.49,156,1,56.19,us-east,small,1
2603,174.14,1861,0,18.19,us-east,medium,18
2604,204.59,1035,0,34.69,ap-south,small,10
2605,149.79,153,1,54.18,ap-south,medium,1
2606,196.19,909,0,11.18,ap-south,small,8
2607,222.6,1026,0,50.68,ap-south,medium,10
2608,134.74,521,0,44.37,eu-west,medium,4
2609,216.9,828,1,59.21,us-east,small,7
2610,89.42,442,0,53.76,eu-west,large,4
2611,160.71,1950,0,24.5,us-east,small,19
2612,183.64,1840,1,45.17,eu-west,large,18
2613,175.66,790,1,8.7,us-east,small,7
2614,175.31,252,1,57.34,us-east,small,2
2615,117.35,411,0,50.98,ap-south,large,3
2616,158.79,1651,0,38.54,ap-south,large,16
2617,158.52,614,1,69.35,ap-south,large,5
2618,184.51,1652,0,48.31,us-east,small,16
2619,214.57,1512,1,51.74,ap-south,medium,14
2620,162.0,1236,1,24.86,us-east,medium,12
2621,178.21,1583,1,18.95,eu-west,medium,15
2622,182.5,1431,0,63.41,us-east,small,14
2623,189.99,1720,0,58.41,ap-south,large,17
2624,172.45,1031,0,62.47,ap-south,large,10
2625,75.72,504,1,7.12,ap-south,large,4
2626,217.47,1584,0,1.51,ap-south,medium,15
2627,180.62,1806,0,43.55,ap-south,large,18
2628,142.66,351,1,38.99,us-east,small,3
2629,119.4,480,0,2.95,eu-west,medium,4
2630,153.92,760,1,49.83,us-east,medium,7
2631,160.47,510,1,64.97,eu-west,medium,4
2632,112.95,535,0,10.3,us-east,medium,4
2633,189.65,642,1,69.54,ap-south,medium,6
2634,126.1,723,0,38.3,ap-south,large,6
2635,169.59,333,0,3.6,ap-south,small,2
2636,160.1,1306,1,65.64,us-east,medium,12
2637,174.66,290,1,47.1,us-east,small,2
2638,206.54,1113,1,65.47,us-east,medium,10
2639,117.77,1442,1,14.97,eu-west,medium,14
2640,246.28,1800,0,7.2,eu-west,medium,17
2641,146.05,927,0,28.31,ap-south,large,8
2642,223.42,1353,1,27.2,us-east,small,13
2643,193.97,1134,0,68.96,ap-south,large,11
2644,143.23,716,0,3.55,ap-south,large,6
2645,263.52,1198,1,69.34,us-east,small,11
2646,228.78,1462,0,53.68,ap-south,medium,14
2647,201.65,1614,1,46.88,us-east,medium,16
2648,169.7,1390,1,38.55,us-east,small,13
2649,170.44,1725,0,4.53,eu-west,medium,17
2650,80.58,119,0,44.27,eu-west,large,0
2651,203.3,819,0,11.05,eu-west,small,7
2652,234.22,1278,0,32.45,us-east,small,12
2653,124.25,953,1,26.71,ap-south,large,9
2654,146.62,1021,0,48.17,eu-west,large,9
2655,206.84,549,1,69.45,us-east,small,5
2656,295.88,1181,0,36.2,ap-south,small,11
2657,63.31,1775,0,1.45,ap-south,medium,17
2658,145.29,642,1,43.39,us-east,small,6
2659,174.55,1406,0,58.58,us-east,small,13
2660,238.45,1666,0,68.9,us-east,small,16
2661,184.78,977,1,8.94,eu-west,small,9
2662,83.25,130,0,52.54,eu-west,large,0
2663,129.39,80,1,25.04,us-east,small,0
2664,213.57,1292,0,58.92,us-east,small,12
2665,117.21,721,0,40.7,eu-west,large,6
2666,197.79,1507,1,4.69,eu-west,small,14
2667,112.88,1299,0,7.46,us-east,medium,12
2668,219.24,1496,1,32.67,us-east,small,14
2669,200.89,812,1,48.85,eu-west,medium,7
2670,108.2,1875,1,24.77,ap-south,large,18
2671,132.44,1437,0,5.34,ap-south,large,14
2672,154.88,511,0,55.9,eu-west,small,4
2673,125.5,589,0,45.17,us-east,medium,5
2674,235.54,1705,0,11.6,ap-south,medium,16
2675,143.35,95,0,66.68,us-east,small,0
2676,177.58,1507,0,44.28,eu-west,small,14
2677,220.69,1803,0,21.13,eu-west,large,17
2678,173.58,701,1,30.08,us-east,small,6
2679,122.03,1356,1,15.24,eu-west,large,13
2680,282.88,1523,1,53.72,ap-south,small,15
2681,188.67,1304,1,57.1,us-east,small,12
2682,120.65,562,0,19.62,us-east,medium,5
2683,129.14,1132,0,23.35,eu-west,large,11
2684,179.29,603,1,29.18,us-east,small,5
2685,184.4,1092,0,51.62,eu-west,large,10
2686,168.43,1088,0,35.16,eu-west,medium,10
2687,133.56,925,0,42.98,ap-south,large,8
2688,204.05,1464,1,53.85,eu-west,medium,14
2689,161.25,1637,0,8.27,ap-south,large,16
2690,172.23,918,0,17.16,us-east,small,8
2691,198.53,1707,1,53.48,ap-south,large,16
2692,229.82,1584,0,56.42,ap-south,medium,15
2693,253.74,1738,0,60.92,eu-west,medium,17
2694,259.46,1789,1,26.24,eu-west,small,17
2695,180.62,1506,1,61.72,ap-south,large,14
2696,129.83,854,1,33.0,us-east,medium,8
2697,228.05,1995,0,11.74,eu-west,medium,19
2698,273.05,1719,1,65.78,eu-west,medium,17
2699,166.52,1362,0,44.8,eu-west,medium,13
2700,207.96,934,0,52.59,us-east,small,9
2701,189.37,1624,1,43.22,us-east,medium,16
2702,244.34,1847,0,67.83,eu-west,small,18
2703,170.82,567,0,24.6,us-east,small,5
2704,204.86,1305,0,26.54,eu-west,small,12
2705,77.54,670,1,33.27,eu-west,large,6
2706,183.05,1618,0,43.93,eu-west,large,16
2707,183.63,347,1,44.93,eu-west,small,3
2708,180.24,1459,0,40.28,eu-west,small,14
2709,140.1,572,0,12.99,us-east,small,5
2710,217.94,1210,0,37.79,eu-west,medium,11
2711,160.39,345,0,55.7,us-east,small,3
2712,191.61,637,1,61.98,eu-west,medium,6
2713,164.85,1083,0,12.59,eu-west,small,10
2714,203.3,1182,0,41.51,us-east,small,11
2715,149.29,1870,0,14.42,us-east,medium,18
2716,197.98,1398,1,42.85,eu-west,small,13
2717,83.07,477,1,7.94,ap-south,large,4
2718,202.97,1898,0,17.38,ap-south,large,18
2719,189.26,870,0,52.71,us-east,small,8
2720,136.43,706,0,48.04,us-east,medium,6
2721,179.85,950,0,41.13,us-east,small,9
2722,126.16,217,0,66.25,eu-west,medium,1
2723,182.36,985,1,29.58,eu-west,medium,9
2724,145.72,475,0,34.71,us-east,small,4
2725,142.59,100,1,56.55,eu-west,medium,0
2726,117.88,980,1,10.37,ap-south,large,9
2727,120.53,153,1,14.05,us-east,small,1
2728,167.86,1479,0,43.53,us-east,small,14
2729,127.81,1796,1,1.26,ap-south,large,17
2730,135.5,1778,1,39.0,eu-west,large,17
2731,199.64,1207,1,11.24,us-east,small,11
2732,206.83,1726,0,21.86,ap-south,medium,17
2733,93.51,1500,0,51.03,ap-south,large,14
2734,223.11,995,1,64.66,us-east,small,9
2735,197.57,1724,0,42.41,ap-south,medium,17
2736,160.71,767,1,12.66,ap-south,large,7
2737,222.18,1457,1,57.3,us-east,small,14
2738,213.79,1335,1,43.77,eu-west,medium,13
2739,78.62,1918,0,66.51,ap-south,large,19
2740,154.53,785,1,15.76,us-east,small,7
2741,118.47,318,0,28.93,eu-west,medium,2
2742,227.49,1918,1,58.09,us-east,small,19
2743,173.13,1559,0,56.45,us-east,small,15
2744,162.87,1391,1,7.18,us-east,small,13
2745,187.21,664,1,47.55,ap-south,medium,6
2746,189.71,1307,1,38.03,eu-west,medium,12
2747,165.69,302,0,63.31,eu-west,small,2
2748,175.57,1919,1,39.01,eu-west,medium,19
2749,170.91,788,1,20.66,ap-south,large,7
2750,168.38,1963,1,9.42,ap-south,large,19
2751,194.03,1410,1,69.07,ap-south,large,13
2752,208.44,1792,1,50.54,eu-west,large,17
2753,134.7,543,1,21.0,eu-west,medium,5
2754,92.29,316,0,47.46,eu-west,large,2
2755,301.15,1886,0,54.66,eu-west,small,18
2756,192.23,983,1,26.21,us-east,small,9
2757,143.77,492,1,8.05,us-east,small,4
2758,138.93,990,0,51.86,ap-south,large,9
2759,191.51,1303,1,29.87,ap-south,medium,12
2760,119.08,896,1,26.69,ap-south,large,8
2761,227.38,1090,1,69.86,us-east,medium,10
2762,147.32,984,1,30.54,us-east,small,9
2763,88.77,1933,0,33.39,eu-west,large,19
2764,227.47,1905,0,31.11,ap-south,large,19
2765,244.84,1729,0,36.5,eu-west,small,17
2766,105.25,265,1,26.7,ap-south,large,2
2767,122.07,341,1,45.66,ap-south,large,2
2768,119.27,389,0,41.14,ap-south,large,3
2769,161.03,1611,1,12.13,eu-west,large,16
2770,155.3,1018,1,7.24,us-east,small,9
2771,160.79,1852,1,6.95,ap-south,large,18
2772,151.16,620,0,37.22,eu-west,medium,5
2773,217.36,745,1,45.91,us-east,small,7
2774,101.35,276,0,15.18,us-east,medium,2
2775,145.68,695,0,24.7,us-east,small,6
2776,141.54,209,1,33.64,us-east,small,1
2777,145.0,820,1,26.33,us-east,small,7
2778,129.16,150,0,67.44,eu-west,medium,1
2779,190.52,1899,0,64.92,ap-south,large,18
2780,185.01,1561,0,26.47,eu-west,large,15
2781,162.39,1390,0,2.29,eu-west,medium,13
2782,155.49,1628,0,50.31,eu-west,large,16
2783,220.9,1760,1,65.9,ap-south,large,17
2784,294.84,1834,1,45.6,eu-west,small,18
2785,186.83,1573,0,53.72,eu-west,medium,15
2786,199.08,591,0,45.35,us-east,small,5
2787,159.75,515,0,55.2,eu-west,small,4
2788,124.71,621,0,42.85,ap-south,large,5
2789,202.92,1480,1,47.86,eu-west,medium,14
2790,189.27,1140,1,42.6,eu-west,medium,11
2791,169.86,983,1,43.11,ap-south,large,9
2792,160.19,230,0,68.96,us-east,small,1
2793,150.77,1297,1,66.08,eu-west,large,12
2794,171.53,355,1,43.69,us-east,small,3
2795,88.24,484,1,20.59,ap-south,large,4
2796,159.31,1022,1,67.63,ap-south,large,9
2797,131.75,361,1,52.45,us-east,medium,3
2798,131.92,1660,1,6.82,us-east,medium,16
2799,208.49,528,1,66.42,us-east,small,4
2800,179.58,1072,1,27.23,us-east,medium,10
2801,187.51,784,1,15.64,us-east,small,7
2802,156.73,1421,0,8.53,us-east,small,14
2803,220.26,1599,0,13.51,eu-west,medium,15
2804,217.8,1980,1,9.34,eu-west,medium,19
2805,89.36,1456,0,39.67,ap-south,large,14
2806,131.4,290,1,16.52,us-east,small,2
2807,227.15,1973,0,59.11,eu-west,large,19
2808,132.18,1972,1,12.91,eu-west,large,19
2809,198.62,1356,0,46.02,ap-south,large,13
2810,111.88,644,1,13.24,eu-west,medium,6
2811,202.18,1917,1,35.57,us-east,small,19
2812,103.33,1685,1,7.34,us-east,medium,16
2813,204.17,866,0,57.19,eu-west,small,8
2814,211.99,1159,0,16.07,eu-west,medium,11
2815,133.35,1293,1,27.27,ap-south,medium,12
2816,217.85,1732,0,29.47,us-east,small,17
2817,105.59,153,1,3.02,us-east,small,1
2818,130.2,518,1,55.12,ap-south,large,4
2819,183.09,1175,0,46.2,eu-west,small,11
2820,243.35,1299,0,64.19,us-east,small,12
2821,126.83,597,0,20.41,eu-west,medium,5
2822,150.69,1304,0,3.03,eu-west,large,12
2823,139.44,246,0,13.49,us-east,small,2
2824,226.58,1845,0,20.43,eu-west,small,18
2825,94.56,345,1,20.05,us-east,medium,3
2826,177.75,445,1,64.64,us-east,small,4
2827,218.58,1803,0,7.34,eu-west,small,17
2828,174.31,465,0,61.72,eu-west,small,4
2829,159.92,1958,1,31.29,ap-south,large,19
2830,242.79,1098,1,67.24,us-east,small,10
2831,148.27,251,0,55.7,us-east,small,2
2832,170.84,691,0,27.07,ap-south,medium,6
2833,113.55,975,1,9.8,us-east,medium,9
2834,118.58,304,1,2.5,us-east,small,2
2835,128.77,508,0,59.68,eu-west,medium,4
2836,162.14,405,1,68.0,eu-west,medium,3
2837,232.02,1425,1,49.23,ap-south,small,14
2838,110.66,582,0,25.83,eu-west,large,5
2839,164.62,586,0,4.51,eu-west,small,5
2840,238.07,1145,1,17.37,us-east,small,11
2841,137.13,146,1,65.77,ap-south,large,0
2842,186.9,1085,1,26.12,us-east,small,10
2843,154.53,1297,0,48.35,ap-south,large,12
2844,193.14,567,0,69.99,us-east,small,5
2845,119.45,1129,1,6.07,ap-south,large,11
2846,155.66,1812,0,16.17,us-east,medium,18
2847,172.93,679,1,16.55,eu-west,small,6
2848,155.01,581,0,36.7,us-east,small,5
2849,91.44,1992,0,15.97,ap-south,large,19
2850,89.73,1010,0,28.93,eu-west,large,9
2851,186.79,1613,1,47.41,eu-west,small,16
2852,300.91,1591,1,50.41,us-east,small,15
2853,210.96,1531,0,50.7,ap-south,large,15
2854,124.96,268,0,58.91,us-east,medium,2
2855,137.66,447,0,16.22,eu-west,medium,4
2856,191.58,697,1,28.3,us-east,small,6
2857,45.74,75,1,5.55,eu-west,large,0
2858,160.99,1452,0,18.63,us-east,small,14
2859,122.98,417,1,32.39,eu-west,medium,3
2860,165.77,1414,0,44.87,eu-west,small,13
2861,126.13,80,1,62.21,ap-south,large,0
2862,98.53,157,0,48.8,ap-south,large,1
2863,120.92,632,0,8.75,ap-south,large,5
2864,144.01,1004,0,40.8,us-east,medium,9
2865,219.78,1648,1,27.39,eu-west,medium,16
2866,110.21,1932,1,24.26,us-east,large,19
2867,217.75,1987,1,40.97,eu-west,small,19
2868,197.83,795,1,31.16,us-east,small,7
2869,150.73,1104,0,36.39,ap-south,large,10
2870,181.42,1431,1,33.08,us-east,small,14
2871,181.98,1409,1,55.69,ap-south,large,13
2872,275.67,1547,0,63.12,us-east,small,15
2873,211.54,1323,0,12.49,us-east,small,13
2874,155.75,1795,0,18.34,us-east,large,17
2875,96.36,220,1,16.92,us-east,medium,1
2876,205.09,1336,1,49.32,ap-south,medium,13
2877,261.53,1295,1,65.68,us-east,small,12
2878,184.95,1733,1,33.83,eu-west,small,17
2879,223.03,1614,0,37.36,us-east,small,16
2880,114.35,839,0,35.54,ap-south,large,8
2881,159.04,134,0,64.38,eu-west,small,0
2882,146.27,228,1,35.66,us-east,small,1
2883,194.3,665,0,47.21,eu-west,small,6
2884,194.7,828,1,32.29,eu-west,medium,7
2885,121.33,453,0,48.91,us-east,medium,4
2886,158.05,1950,0,57.89,eu-west,medium,19
2887,200.4,551,0,41.01,ap-south,small,5
2888,126.52,1409,0,55.75,us-east,large,13
2889,169.4,1698,0,30.19,eu-west,medium,16
2890,59.72,360,1,26.99,us-east,large,3
2891,203.22,1365,0,38.56,us-east,small,13
2892,132.58,159,1,55.99,us-east,medium,1
